iter	Passed	Remaining
446	1176	139
447	1177	136
448	1180	134
449	1182	131
450	1185	128
451	1186	126
452	1188	123
453	1190	120
454	1192	117
455	1195	115
456	1197	112
457	1199	109
458	1201	107
459	1203	104
460	1204	101
461	1206	99
462	1208	96
463	1211	93
464	1213	91
465	1215	88
466	1217	86
467	1218	83
468	1221	80
469	1222	78
470	1224	75
471	1227	72
472	1230	70
473	1232	67
474	1234	64
475	1235	62
476	1237	59
477	1239	57
478	1241	54
479	1244	51
480	1246	49
481	1248	46
482	1250	44
483	1252	41
484	1253	38
485	1255	36
486	1257	33
487	1260	30
488	1262	28
489	1264	25
490	1266	23
491	1268	20
492	1269	18
493	1271	15
494	1273	12
495	1276	10
496	1278	7
497	1279	5
498	1281	2
499	1283	0
