iter	Passed	Remaining
361	1419	541
362	1430	539
363	1435	536
364	1438	532
365	1442	528
366	1447	524
367	1449	520
368	1452	515
369	1455	511
370	1458	507
371	1462	503
372	1465	498
373	1467	494
374	1470	490
375	1473	486
376	1477	481
377	1479	477
378	1483	473
379	1485	469
380	1488	464
381	1492	461
382	1495	456
383	1497	452
384	1499	448
385	1502	443
386	1505	439
387	1509	435
388	1511	431
389	1514	427
390	1516	422
391	1519	418
392	1523	414
393	1525	410
394	1528	406
395	1530	401
396	1532	397
397	1535	393
398	1539	389
399	1541	385
400	1543	381
401	1545	376
402	1548	372
403	1550	368
404	1554	364
405	1556	360
406	1559	356
407	1561	352
408	1563	347
409	1565	343
410	1569	339
411	1571	335
412	1573	331
413	1576	327
414	1578	323
415	1581	319
416	1584	315
417	1587	311
418	1589	307
419	1592	303
420	1594	299
421	1596	295
422	1600	291
423	1602	287
424	1605	283
425	1607	279
426	1609	275
427	1611	271
428	1613	267
429	1616	263
430	1619	259
431	1622	255
432	1624	251
433	1627	247
434	1630	243
435	1633	239
436	1636	235
437	1638	231
438	1642	228
439	1644	224
440	1648	220
441	1650	216
442	1654	212
443	1656	208
444	1659	205
445	1663	201
446	1666	197
447	1669	193
448	1672	189
449	1674	186
450	1677	182
451	1681	178
452	1683	174
453	1686	170
454	1688	167
455	1690	163
456	1693	159
457	1696	155
458	1698	151
459	1700	147
460	1703	144
461	1706	140
462	1708	136
463	1712	132
464	1714	129
465	1716	125
466	1719	121
467	1721	117
468	1723	113
469	1727	110
470	1730	106
471	1732	102
472	1741	99
473	1745	95
474	1748	92
475	1754	88
476	1758	84
477	1761	81
478	1763	77
479	1766	73
480	1768	69
481	1772	66
482	1776	62
483	1779	58
484	1782	55
485	1785	51
486	1789	47
487	1793	44
488	1795	40
489	1798	36
490	1801	33
491	1806	29
492	1809	25
493	1812	22
494	1814	18
495	1816	14
496	1820	10
497	1823	7
498	1825	3
499	1828	0
