iter	Logloss
209	0.1968808242
210	0.1956743146
211	0.1952409631
212	0.1933940776
213	0.1916577686
214	0.1912032695
215	0.1904906941
216	0.1888933055
217	0.1879612087
218	0.1869388499
219	0.1856249724
220	0.1844903836
221	0.1831963141
222	0.1818198738
223	0.180262269
224	0.1791327883
225	0.1776441606
226	0.1774782562
227	0.1762881008
228	0.1749381913
229	0.1740194996
230	0.1733335699
231	0.1717748592
232	0.1715994972
233	0.1712003151
234	0.1710107653
235	0.1708202128
236	0.1696542664
237	0.1681283847
238	0.1664258343
239	0.1649038246
240	0.1642650357
241	0.1632579133
242	0.1624718693
243	0.1610708548
244	0.1607783396
245	0.1594174302
246	0.1589882288
247	0.1582165366
248	0.1576552796
249	0.1574245224
250	0.1571593479
251	0.1566813934
252	0.1554959746
253	0.1549262451
254	0.1547805035
255	0.1540066896
256	0.1529727374
257	0.1520845273
258	0.1510697943
259	0.1499956386
260	0.1489198392
261	0.1485152821
262	0.1480606832
263	0.1469898206
264	0.1454616208
265	0.1440828612
266	0.1426803028
267	0.141614204
268	0.1414711619
269	0.1409733168
270	0.1401453447
271	0.1400167236
272	0.1391546874
273	0.1377579309
274	0.1368871796
275	0.1365382298
276	0.1355864568
277	0.1348823622
278	0.134430107
279	0.1336828399
280	0.1330845722
281	0.1324746819
282	0.132209818
283	0.131493595
284	0.1310444462
285	0.1303645463
286	0.1295949528
287	0.1291991445
288	0.1285631664
289	0.1276459999
290	0.1269073093
291	0.126575596
292	0.1263126362
293	0.1252176953
294	0.1242129891
295	0.1236223128
296	0.123068126
297	0.1222340791
298	0.1210008652
299	0.1206398918
300	0.1197607613
301	0.118927024
302	0.118433229
303	0.1177566155
304	0.1172355821
305	0.1170429047
306	0.1166140762
307	0.1162968106
308	0.1157229087
309	0.1154565092
310	0.1147172375
311	0.1137808524
312	0.1135570715
313	0.1128224666
314	0.1118638965
315	0.1115186141
316	0.1108900323
317	0.1105688263
318	0.1100793437
319	0.1093495312
320	0.1086167729
321	0.1078723105
322	0.1068790506
323	0.1061870463
324	0.1057647428
325	0.1052208257
326	0.1044865801
327	0.1041866575
328	0.1037153158
329	0.1033513297
330	0.1029264852
331	0.1026060173
332	0.1017761918
333	0.1015339958
334	0.100912573
335	0.1002046928
336	0.0995042515
337	0.0989384056
338	0.09816120203
339	0.09798352543
340	0.09731972846
341	0.0971106366
342	0.09686301491
343	0.0964501128
344	0.0957168173
345	0.09503767425
346	0.09447507661
347	0.09411545559
348	0.0934115216
349	0.0929747218
350	0.09224887288
351	0.09160112777
352	0.0914860039
353	0.09068205209
354	0.0903800777
355	0.08939956554
356	0.08891843709
357	0.08851020771
358	0.0882935496
359	0.08800914555
360	0.08760448266
361	0.08715997172
362	0.08690791247
363	0.0866106701
364	0.08631561493
365	0.08567733753
366	0.08527776763
367	0.08487468086
368	0.08473585783
369	0.08440828421
370	0.08395131669
371	0.08348365969
372	0.08284352135
373	0.08234704521
374	0.08195220133
375	0.08178174001
376	0.08160544957
377	0.08106875996
378	0.0809949031
379	0.08092606006
380	0.08071122591
381	0.08020202443
382	0.07985500173
383	0.07976597142
384	0.07895392257
385	0.0783236037
386	0.07826544841
387	0.07795250878
388	0.07762870576
389	0.0774770827
390	0.07731689825
391	0.07695228397
392	0.07659294015
393	0.07625150688
394	0.07579696516
395	0.07570255501
396	0.07497947412
397	0.07441410447
398	0.07405163164
399	0.07366962725
400	0.07317543802
401	0.07313446146
402	0.07274015919
403	0.07224697276
404	0.07203951136
405	0.07183973876
406	0.07132013791
407	0.07089478772
408	0.07069742148
409	0.07026598296
410	0.06983050986
411	0.06949935267
412	0.06913458266
413	0.06873506642
414	0.068445201
415	0.06840037055
416	0.06802333929
417	0.06773058956
418	0.06756488744
419	0.06730215556
420	0.06725420526
421	0.06708761992
422	0.06681861514
423	0.06664877534
424	0.06623727412
425	0.06596131343
426	0.0658521828
427	0.06553742895
428	0.06530887613
429	0.06516389808
430	0.06498663976
431	0.06494194142
432	0.06469445745
433	0.06465224497
434	0.06444922308
435	0.06425863865
436	0.06385696093
437	0.06360615105
438	0.06349541074
439	0.0634530872
440	0.06319496254
441	0.0629190862
442	0.06259009928
443	0.06251086739
444	0.06239679921
445	0.06220632381
446	0.0619052701
447	0.06160517657
448	0.06119199796
449	0.06091444771
450	0.06062989526
451	0.06019288378
452	0.05963564692
453	0.05960893337
454	0.05950098182
455	0.05926034374
456	0.05900332756
457	0.05884535412
458	0.05851953202
459	0.05848245644
460	0.05843714815
461	0.05792572645
462	0.05757629059
463	0.05742453548
464	0.05724339488
465	0.05718913247
466	0.05690433913
467	0.05676964444
468	0.056712374
469	0.05652407172
470	0.05627250324
471	0.05607797529
472	0.05575432887
473	0.05540528611
474	0.05531163161
475	0.05505185163
476	0.05458376393
477	0.05445221267
478	0.05415979238
479	0.05384624731
480	0.05363778733
481	0.05360868627
482	0.05325392551
483	0.05294951873
484	0.05288485958
485	0.05286132524
486	0.05260991967
487	0.05227450446
488	0.05225736622
489	0.05218837134
490	0.05202087653
491	0.0518624625
492	0.05152748928
493	0.05122807118
494	0.0510491317
495	0.05087400864
496	0.05068504864
497	0.05032249233
498	0.05017542434
499	0.0500896637
